approved?,country,Email,list_platforms,list_tags,Name,phone,photo,score,timezone_name,developerID
yes,United States,convallis@hotmail.ca,"Bubble , English , Personality","Import and Export , Health , Wellness and Fitness , Political Organization , Warehousing",Dylan Goodwin,1-815-869-5751,https://randomuser.me/api/portraits/women/95.jpg,8,America/Kentucky/Monticello,unYlh76Q
no,India,consectetuer.rhoncus@aol.org,"Wordpress , English , Xano , API Connector , Postman , Elementor Pro (plugin for WordPress) , Selenium","International Trade and Development , Capital Markets , Utilities , Gambling & Casinos , Law Practice",Joelle Banks,1-446-473-9836,https://randomuser.me/api/portraits/women/43.jpg,6,Asia/Kolkata,KuDzv83I
no,South Korea,dolor.sit.amet@aol.couk,"Wordpress , Front-end development , Java , Adobe Illustrator , CSS","Management Consulting , Legislative Office , Alternative Medicine , Import and Export , Medical Practice",Orla Bradford,1-849-478-9765,https://randomuser.me/api/portraits/men/93.jpg,6,,x9zabYp4
no,Germany,donec.nibh.enim@protonmail.edu,"English , Figma , Personality , Google Sheets , UX/UI Design , Project Management","Mental Health Care , Warehousing , Human Resources , Wholesale , Broadcast Media",Yvette Hopkins,(534) 299-2186,https://randomuser.me/api/portraits/men/1.jpg,10,Europe/Berlin,YIXF99Eh
no,Russian Federation,hendrerit.donec@google.org,"Mailchimp , Google Analytics , Notion , API , Divi (WordPress plugin)","Utilities , Primary/Secondary Education , Human Resources , Law Practice , Legal Services",Julie House,(639) 952-7978,https://randomuser.me/api/portraits/men/71.jpg,7,Asia/Krasnoyarsk,Nvjrj4cj
yes,Poland,fusce.dolor.quam@yahoo.couk,"Wordpress , UX/UI Design , HTML , Hubspot , MySQL Google Sheets","Music , Venture Capital & Private Equity , Law Practice , International Trade and Development , Electrical/Electronic Manufacturing",Liberty Michael,(747) 620-3887,https://randomuser.me/api/portraits/men/26.jpg,9,Europe/Warsaw,cO5JOSPe
yes,United States,consectetuer.adipiscing.elit@outlook.couk,"AppGyver , My Salesforce , Front-end development , UserTesting , Project Management","Research , Utilities , Human Resources , Primary/Secondary Education , Sporting Goods",Nola Clemons,1-849-487-4723,https://randomuser.me/api/portraits/men/30.jpg,9,America/Indiana/Indianapolis,OowGWdiN
yes,South Africa,tellus@icloud.couk,"English , Google Sheets , Selenium , Figma , Project Management , HTML , Salesforce","Market Research , Transportation/Trucking/Railroad , Paper & Forest Products , Textiles , Newspapers",Cleo Hale,(319) 808-8364,https://randomuser.me/api/portraits/women/61.jpg,3,Africa/Johannesburg,G1Q2pogm
no,Germany,lacinia.sed.congue@hotmail.ca,"English , Wordpress , Selenium , Don't know yet , PHP , Webflow , MySQL Google Sheets","Accounting , Outsourcing/Offshoring , Medical Practice , Chemicals , Computer Networking",Dale Henson,1-284-408-5052,https://randomuser.me/api/portraits/women/89.jpg,9,Europe/Berlin,60zDInj8
yes,Mexico,donec.nibh@google.couk,"Squarespace , Wix , Kajabi , GodaddyWebsiteBuilder , Mailchimp , JotForm , Google Drive , Wordpress , Webflow , Zapier , English","Recreational Facilities and Services , Warehousing , Public Relations and Communications , Market Research , Venture Capital & Private Equity",Amir Black,1-652-311-0856,https://randomuser.me/api/portraits/women/94.jpg,6,America/Mexico_City,iWC5xX6L
yes,Australia,gravida.praesent.eu@google.couk,"Airtable , Bubble , Xano , Node.js , Webflow","Warehousing , Biotechnology , Farming , Outsourcing/Offshoring , Utilities",Marsden Johnston,(462) 374-4687,https://randomuser.me/api/portraits/men/19.jpg,6,Australia/Sydney,RRf8JqCq
no,Mexico,suspendisse@google.com,"Wordpress , English , Google Analytics , Project Management , Wix , UserTesting , Custom Code","Management Consulting , Supermarkets , Paper & Forest Products , Photography , Capital Markets",Randall Holman,(788) 483-3455,https://randomuser.me/api/portraits/women/15.jpg,10,America/Bahia_Banderas,q1EwpE4D
yes,China,odio.auctor@outlook.couk,"Airtable , CSS , Elementor Pro (plugin for WordPress) , Stripe , Adobe XD","Computer Networking , Broadcast Media , Research , Primary/Secondary Education , Management Consulting",Candice Ward,(967) 220-8187,https://randomuser.me/api/portraits/women/93.jpg,0,Asia/Shanghai,ez4Vj2kY
yes,Mexico,euismod@hotmail.edu,"Bubble , Adobe Illustrator , Canva , Adobe XD , Stripe , Xano","Chemicals , Market Research , Utilities , Capital Markets , Human Resources",Roanna Maynard,(844) 623-7338,https://randomuser.me/api/portraits/women/25.jpg,5,America/Mexico_City,f4nxpKjL
no,Belgium,lectus.convallis@yahoo.net,"CodePen , Paypal.me , SAP , Google Ads , NodeJS WordPress , Full-stack development , Upwork , Canva , WooCommerce , Bootstrap , Appy Pie , Elementor Pro (plugin for WordPress) , English , Shopify , Mailchimp","Management Consulting , Biotechnology , International Trade and Development , Wholesale , Renewables & Environment",Walter Hensley,1-346-324-1410,https://randomuser.me/api/portraits/men/74.jpg,4,Europe/Brussels,Pqu5zLrM
no,Norway,dolor.tempus@outlook.couk,"English , UX/UI Design , Elementor (plugin for Wordpress) , UserTesting , Selenium , Front-end development","Accounting , Legislative Office , Law Practice , Newspapers , Outsourcing/Offshoring",Jelani Mccall,(122) 994-4156,https://randomuser.me/api/portraits/men/23.jpg,4,Europe/Oslo,E2uKBTgX
yes,South Africa,quisque.purus.sapien@outlook.org,"Shopify , Stripe , HTML , Wix , MySQL Google Sheets , Notion","Logistics and Supply Chain , Chemicals , Outsourcing/Offshoring , Legislative Office , Recreational Facilities and Services",Margaret Dickerson,1-928-729-1324,https://randomuser.me/api/portraits/men/20.jpg,9,Africa/Johannesburg,y9osyioK
no,Peru,eros.proin.ultrices@protonmail.ca,"English , Wordpress , Squarespace , Hubspot , AppGyver , FlutterFlow , Postman","Newspapers , Electrical/Electronic Manufacturing , Law Practice , Logistics and Supply Chain , Gambling & Casinos",Eliana Sloan,(241) 898-2847,https://randomuser.me/api/portraits/women/63.jpg,1,America/Lima,pqb4gpcG
yes,Singapore,suspendisse.ac@aol.couk,"English , JavaScript , Wordpress","Museums and Institutions , Luxury Goods & Jewelry , Photography , Law Practice , Outsourcing/Offshoring",Hayes King,(766) 647-7786,https://randomuser.me/api/portraits/men/83.jpg,1,Asia/Singapore,d4ZYGtFp
yes,New Zealand,duis.gravida@aol.edu,"Canva , ClickFunnel , Figma , Squarespace , Wix , Gmail , Zoom , Google Drive , English , Mailchimp , Google Analytics , Wordpress , Google Sheets","Management Consulting , Renewables & Environment , International Trade and Development , Newspapers , Research",Rebecca Frost,1-908-215-6673,https://randomuser.me/api/portraits/women/35.jpg,2,Pacific/Chatham,F8qMkKGe
yes,Australia,molestie.dapibus@yahoo.ca,"English , Figma , Don't know yet , Zoho Creator , UserTesting , Google Analytics , My Salesforce","Market Research , Renewables & Environment , Law Practice , Public Relations and Communications , Transportation/Trucking/Railroad",Alexa Chambers,1-818-456-3544,https://randomuser.me/api/portraits/women/34.jpg,9,Antarctica/Macquarie,vm2CCrbM
yes,United Kingdom,blandit.at.nisi@yahoo.org,"English , WLNC Regulations , Adalo , Communication , Project Management","Sporting Goods , Electrical/Electronic Manufacturing , Legislative Office , Restaurants , Accounting",David Mack,(711) 953-8185,https://randomuser.me/api/portraits/women/19.jpg,4,Europe/London,JPj4203T
yes,Philippines,magnis@outlook.edu,"English , API , ChatBot , Front-end development , Zoho Creator , HTML","Political Organization , Program Development , Primary/Secondary Education , Import and Export , Renewables & Environment",Jin Nolan,(874) 611-2583,https://randomuser.me/api/portraits/men/46.jpg,4,Asia/Manila,pxQBOM6c
no,China,turpis.nulla@outlook.com,"Adobe Illustrator , Figma , English , UX/UI Design","Capital Markets , Mental Health Care , Gambling & Casinos , Translation and Localization , Photography",Warren Greer,(546) 772-0366,https://randomuser.me/api/portraits/men/69.jpg,6,Asia/Urumqi,kOfnN8OM
no,Spain,aliquam.iaculis@protonmail.edu,"English , Communication , Personality , MySQL Google Sheets","Research , Transportation/Trucking/Railroad , Primary/Secondary Education , Legal Services , Renewables & Environment",Yen Long,(231) 947-3548,https://randomuser.me/api/portraits/men/29.jpg,2,Europe/Madrid,NeumDw3d
yes,Russian Federation,pellentesque.habitant@protonmail.couk,"English , Figma , UX/UI Design","Biotechnology , Tobacco , Newspapers , Broadcast Media , Gambling & Casinos",Jolie Trevino,1-512-513-2558,https://randomuser.me/api/portraits/men/92.jpg,9,Asia/Kamchatka,XGmR0Mn4
yes,South Korea,ornare.in@google.edu,"Wordpress , MySQL Google Sheets , Bootstrap , Microsoft Teams , Tableau , QA","Telecommunications , Health , Research , Textiles , Computer Networking",Amber Leblanc,(501) 554-2668,https://randomuser.me/api/portraits/men/65.jpg,7,,S4vRG6LI
no,Austria,penatibus.et@outlook.couk,"Webflow , Figma , English , UX/UI Design","Paper & Forest Products , Public Relations and Communications , Primary/Secondary Education , Wireless , Broadcast Media",Elizabeth Olsen,1-172-405-6437,https://randomuser.me/api/portraits/women/45.jpg,2,Europe/Vienna,DARwoVRt
no,Australia,sagittis.semper@hotmail.net,"English , UX/UI Design , Wordpress , Communication","Sporting Goods , Legislative Office , Luxury Goods & Jewelry , Computer Networking , Wellness and Fitness",Amir Stone,1-572-577-5354,https://randomuser.me/api/portraits/women/81.jpg,4,Australia/Sydney,TpJos2dY
yes,Costa Rica,felis.eget.varius@protonmail.net,"Divi (WordPress plugin) , Custom Code , Salesforce , Canva , QA","Computer Networking , Luxury Goods & Jewelry , Chemicals , Health , Renewables & Environment",Rhea Wiley,1-565-205-6628,https://randomuser.me/api/portraits/women/28.jpg,3,America/Costa_Rica,Q9RDD5qk
no,Peru,libero.dui.nec@outlook.org,"Adalo , ActiveCampaign , Don't know yet , Front-end development , Hubspot , Mailchimp , UX/UI Design","Biotechnology , Outsourcing/Offshoring , Photography , Music , Sporting Goods",Brent Blair,1-517-351-1683,https://randomuser.me/api/portraits/men/43.jpg,8,America/Lima,YHHyaIw2
no,Australia,amet@hotmail.couk,"Wordpress , Notion , Mailchimp , Front-end development , API Connector","Research , Medical Practice , Wholesale , Health , Tobacco",Asher Newton,(777) 463-2326,https://randomuser.me/api/portraits/men/78.jpg,9,Australia/Melbourne,bCkweKea
no,Poland,tempus.non.lacinia@google.couk,"Notion , MySQL Google Sheets , API Connector , Airtable , UX/UI Design , Adalo","Transportation/Trucking/Railroad , Capital Markets , Museums and Institutions , Translation and Localization , Legal Services",Latifah Bray,(165) 886-5481,https://randomuser.me/api/portraits/women/16.jpg,10,Europe/Warsaw,vF1Ov2lv
no,South Korea,sed.dictum@yahoo.net,"Wordpress , Adobe After Effects , Personality","Paper & Forest Products , Wholesale , Museums and Institutions , Restaurants , Public Relations and Communications",Teegan Montoya,(644) 937-7825,https://randomuser.me/api/portraits/women/21.jpg,7,,5sazzazx
yes,New Zealand,pede.cum.sociis@aol.ca,"Figma , Adobe XD , Miro , Adobe Illustrator , UX/UI Design , Wordpress","Sporting Goods , Market Research , Transportation/Trucking/Railroad , Music , Accounting",Charlotte England,(195) 201-2826,https://randomuser.me/api/portraits/men/80.jpg,0,Pacific/Chatham,OvbLcKE1
yes,France,dui.fusce@protonmail.ca,"Webflow , Wordpress , English , Google Sheets","Renewables & Environment , Warehousing , Mental Health Care , Wholesale , Health",Elaine Hunter,(117) 826-4434,https://randomuser.me/api/portraits/men/73.jpg,6,Europe/Paris,zPtzG69M
no,Colombia,eu.accumsan.sed@icloud.couk,"English , JavaScript , API , Wordpress , C# , Flutter","Wellness and Fitness , Political Organization , Venture Capital & Private Equity , Textiles , Gambling & Casinos",Oscar Joyce,1-234-763-4907,https://randomuser.me/api/portraits/women/22.jpg,1,America/Bogota,Ihihv2Jl
no,Costa Rica,quisque.imperdiet@yahoo.org,"Wordpress , English , Figma , Don't know yet , FlutterFlow , Squarespace , Elementor (plugin for Wordpress)","Sporting Goods , Mental Health Care , Market Research , Program Development , Museums and Institutions",Darrel Lowery,(947) 657-2665,https://randomuser.me/api/portraits/women/36.jpg,9,America/Costa_Rica,hchItj9S
yes,Pakistan,elit.pharetra@aol.com,"Notion , Wordpress , English , Hubspot , Google Sheets","International Trade and Development , Paper & Forest Products , Mental Health Care , Biotechnology , Tobacco",Graham Roberson,(155) 622-3472,https://randomuser.me/api/portraits/women/70.jpg,0,Asia/Karachi,u8zUDiMX
no,Mexico,lobortis.quis@protonmail.org,"Figma , React , English , Personality , UX/UI Design","Accounting , Public Relations and Communications , Logistics and Supply Chain , Newspapers , Capital Markets",Tara Dawson,(617) 853-1114,https://randomuser.me/api/portraits/women/37.jpg,5,America/Matamoros,IQhrAKfm
yes,Mexico,dui.nec@aol.edu,"Tilda , UX/UI Design , API Connector , Hubspot , Project Management , HTML , QA","Recreational Facilities and Services , Accounting , Warehousing , Photography , Utilities",Logan Berry,1-527-134-0973,https://randomuser.me/api/portraits/men/22.jpg,10,America/Ciudad_Juarez,43YH9NgA
no,Canada,at.egestas@yahoo.com,"Google Sheets , Weglot , Calendly , English , Webflow","Paper & Forest Products , Restaurants , Telecommunications , Biotechnology , Tobacco",Finn Mason,1-227-719-5631,https://randomuser.me/api/portraits/women/30.jpg,6,America/Rankin_Inlet,SweVWbzN
no,Singapore,nunc@hotmail.org,"Wordpress  , Wix , Postman , Bubble , My Salesforce","Broadcast Media , Utilities , Gambling & Casinos , Newspapers , Capital Markets",Megan Irwin,(510) 694-8418,https://randomuser.me/api/portraits/men/30.jpg,1,Asia/Singapore,45Z10uSc
no,South Korea,vivamus.rhoncus.donec@yahoo.com,"English , Project Management , QA , Notion , Hubspot , Tableau , API Connector","Paper & Forest Products , Outsourcing/Offshoring , Chemicals , Photography , Wireless",Bruce Wagner,(449) 276-8532,https://randomuser.me/api/portraits/men/15.jpg,8,,MQ9ghLTg
no,Netherlands,neque@aol.edu,"Custom Code , Google Sheets , Airtable , Make (ex. Integromat) , English , Wordpress , JavaScript","Computer Networking , Accounting , Tobacco , Public Relations and Communications , Gambling & Casinos",Lucy Dudley,1-699-231-3404,https://randomuser.me/api/portraits/men/30.jpg,7,Europe/Amsterdam,2GGNnA91
yes,South Korea,nulla.magna@outlook.ca,"English , UX/UI Design , Wordpress","Alternative Medicine , Research , Logistics and Supply Chain , Primary/Secondary Education , Mental Health Care",Forrest Best,(612) 779-7142,https://randomuser.me/api/portraits/women/60.jpg,2,,LiEWllal
no,Nigeria,tellus.sem@google.edu,"MySQL Google Sheets , English , Google Analytics , Airtable , Project Management , Communication , API , Figma","Program Development , Research , Wholesale , Logistics and Supply Chain , International Trade and Development",Tyrone Cameron,(363) 514-2333,https://randomuser.me/api/portraits/men/28.jpg,3,Africa/Lagos,tRa2IzVY
yes,Sweden,eu@outlook.net,"English , Project Management , Google Sheets","Farming , Museums and Institutions , Tobacco , Sporting Goods , Import and Export",Wesley Mcintosh,(545) 517-4698,https://randomuser.me/api/portraits/women/36.jpg,2,Europe/Stockholm,yogsMG8W
no,Singapore,ullamcorper.magna.sed@aol.couk,"IFTTT , English , Zapier , Wordpress , JavaScript , Airtable , Make (ex. Integromat) , Notion","Primary/Secondary Education , Textiles , Biotechnology , Luxury Goods & Jewelry , Import and Export",Kellie Hebert,(433) 744-5033,https://randomuser.me/api/portraits/women/64.jpg,9,Asia/Singapore,JWCFTxtE
yes,Austria,duis.mi.enim@icloud.net,"Wordpress , Stripe , Shopify , Squarespace , Elementor (plugin for Wordpress) , Zoho Creator","Photography , Legal Services , Accounting , Luxury Goods & Jewelry , Tobacco",Jolie Dunn,(263) 833-3934,https://randomuser.me/api/portraits/women/26.jpg,9,Europe/Vienna,sIRt7nZ1
no,Poland,eu.tellus@aol.couk,"QA , Webflow , Bootstrap , HTML , Adobe XD","Alternative Medicine , Chemicals , Gambling & Casinos , Venture Capital & Private Equity , Capital Markets",Forrest Phillips,1-291-371-4293,https://randomuser.me/api/portraits/women/37.jpg,7,Europe/Warsaw,jV6hhL57
no,India,fringilla.cursus.purus@google.org,"Copywriting , Microsoft Teams , Adobe XD , Bubble , PHP , Bootstrap","Health , Paper & Forest Products , Broadcast Media , Management Consulting , Alternative Medicine",Garth Hall,1-548-548-1168,https://randomuser.me/api/portraits/women/8.jpg,10,Asia/Kolkata,RIrRZgqK
yes,Vietnam,vel@yahoo.couk,"Flutter , JavaScript , English , C# , MySQL Google Sheets","Chemicals , Farming , Capital Markets , Public Relations and Communications , Alternative Medicine",Brady Avery,1-438-614-8763,https://randomuser.me/api/portraits/men/20.jpg,9,,xkqxiYsa
no,Costa Rica,a.sollicitudin.orci@aol.org,"Google Analytics , CSS , API Connector , Don't know yet , Canva","Alternative Medicine , Chemicals , Venture Capital & Private Equity , Paper & Forest Products , Translation and Localization",Shannon Mccormick,1-225-391-5082,https://randomuser.me/api/portraits/men/58.jpg,3,America/Costa_Rica,OIMz9GXL
yes,Russian Federation,vel@icloud.net,"Figma , English , UX/UI Design","Health , Mental Health Care , Textiles , Electrical/Electronic Manufacturing , Transportation/Trucking/Railroad",Silas Pierce,(683) 314-3794,https://randomuser.me/api/portraits/women/87.jpg,3,Europe/Volgograd,DmNfNscp
no,Norway,et.ipsum@icloud.org,"JavaScript , English , MySQL Google Sheets , Personality","Research , International Trade and Development , Health , Outsourcing/Offshoring , Restaurants",Gemma Snider,1-865-856-6684,https://randomuser.me/api/portraits/men/52.jpg,5,Europe/Oslo,Jb2zD7fU
no,Singapore,consectetuer.rhoncus@aol.org,"Flutter , English , UserTesting , Bootstrap , Tableau , UX/UI Design , Figma","Research , Biotechnology , Legislative Office , Program Development , Primary/Secondary Education",Cody Owens,1-465-781-1747,https://randomuser.me/api/portraits/women/5.jpg,5,Asia/Singapore,2YEIEZ81
yes,Ukraine,nunc.mauris@icloud.ca,"UX/UI Design , English , Figma","Museums and Institutions , Medical Practice , Warehousing , Wholesale , Translation and Localization",Zenaida Browning,(538) 126-6488,https://randomuser.me/api/portraits/women/25.jpg,3,Europe/Kyiv,4TrcF9BB
no,Peru,felis.donec@hotmail.org,"English , JavaScript , Airtable , Wordpress , QA , MySQL Google Sheets , Canva","Import and Export , Law Practice , Translation and Localization , Research , Outsourcing/Offshoring",Kato Pope,1-372-725-5564,https://randomuser.me/api/portraits/women/81.jpg,5,America/Lima,rq7R9cUL
yes,South Africa,aliquet.sem.ut@outlook.ca,"English , Personality  , Shopify , Divi (WordPress plugin) , Stripe , Salesforce","Luxury Goods & Jewelry , Wholesale , Medical Practice , Research , Program Development",Charles Parker,1-444-549-2231,https://randomuser.me/api/portraits/women/46.jpg,1,Africa/Johannesburg,Gm31TEe8
yes,Belgium,vehicula.risus.nulla@google.ca,"Wordpress , Google Analytics , AppGyver , Tableau , Airtable , Hubspot","Photography , Market Research , Paper & Forest Products , Translation and Localization , Research",Fleur Reyes,(204) 597-3008,https://randomuser.me/api/portraits/men/37.jpg,7,Europe/Brussels,q0Ufpmd9
no,Mexico,dolor.egestas@aol.net,"Flutter , English , WooCommerce , QA  , Bootstrap , Glide","Newspapers , Medical Practice , Warehousing , Textiles , Renewables & Environment",Pamela Mccarthy,1-827-713-0247,https://randomuser.me/api/portraits/women/29.jpg,2,America/Chihuahua,OuJsuX9k
yes,Ukraine,lobortis@google.edu,"Wordpress , Shopify , Glide , API , Java , Adobe Illustrator","Museums and Institutions , Public Relations and Communications , Sporting Goods , Broadcast Media , Legislative Office",Noelle Mckenzie,(537) 433-7185,https://randomuser.me/api/portraits/men/54.jpg,6,Europe/Simferopol,wo0w8zeT
no,Costa Rica,quisque@outlook.com,"Figma , English , UX/UI Design","Translation and Localization , Textiles , Chemicals , Gambling & Casinos , Venture Capital & Private Equity",Genevieve Keith,(722) 948-1475,https://randomuser.me/api/portraits/women/45.jpg,4,America/Costa_Rica,AHWDMHna
yes,Mexico,nam.ligula@icloud.net,"Adalo , FlutterFlow , Webflow , Notion , English , Glide , Make (ex. Integromat)","Luxury Goods & Jewelry , Telecommunications , Market Research , Photography , Accounting",Tasha Mack,(455) 473-5828,https://randomuser.me/api/portraits/women/33.jpg,7,America/Monterrey,OB66EEaS
yes,Singapore,ipsum.suspendisse@hotmail.ca,"Wordpress , Shopify , (deleted thing) , (deleted thing) , English , Figma","Legislative Office , Biotechnology , Transportation/Trucking/Railroad , Logistics and Supply Chain , Wireless",Jayme Castaneda,1-574-677-3727,https://randomuser.me/api/portraits/men/8.jpg,8,Asia/Singapore,wUKuCGQ0
no,Germany,massa.vestibulum.accumsan@hotmail.com,"Adalo , Bubble , Adobe Photoshop , Salesforce , QA , Adobe XD , Wordpress","Program Development , Photography , Research , Alternative Medicine , Telecommunications",Gil Holt,1-477-659-3290,https://randomuser.me/api/portraits/men/99.jpg,1,Europe/Berlin,89PXlizC
yes,Singapore,velit@outlook.com,"Wordpress , WooCommerce , Mailchimp , Bootstrap , Joomla , Google Analytics , English","Broadcast Media , Venture Capital & Private Equity , Museums and Institutions , Biotechnology , Import and Export",Cameron Ryan,1-648-536-5786,https://randomuser.me/api/portraits/men/30.jpg,3,Asia/Singapore,HNVnmD5a
no,Brazil,donec.sollicitudin@protonmail.ca,"English , Salesforce , Notion , Product management","Primary/Secondary Education , Textiles , Transportation/Trucking/Railroad , Human Resources , Utilities",Clarke Stewart,(727) 290-7928,https://randomuser.me/api/portraits/women/17.jpg,9,America/Santarem,2S4028JU
yes,Ireland,eget@google.org,"Adobe Photoshop , Adobe Illustrator , English , Flutter , UX/UI Design , API , JavaScript , Wordpress","Music , Capital Markets , Public Relations and Communications , Electrical/Electronic Manufacturing , Textiles",Selma Gray,(349) 537-5466,https://randomuser.me/api/portraits/women/33.jpg,8,Europe/Dublin,13KmYBj1
no,United Kingdom,aenean.euismod.mauris@protonmail.couk,"Abstra , Actiondesk , Notion , ChatBot , Elementor Pro (plugin for WordPress) , PHP , Elementor (plugin for Wordpress)","Alternative Medicine , Legislative Office , Museums and Institutions , Capital Markets , Program Development",Wang Pope,1-684-650-8913,https://randomuser.me/api/portraits/women/85.jpg,9,Europe/London,0T2sEB2a
no,Pakistan,tincidunt@icloud.couk,"Webflow , English , ChatBot , Glide , Shopify , Mailchimp","Newspapers , Research , Warehousing , Venture Capital & Private Equity , Political Organization",Wylie Mccormick,(628) 617-8633,https://randomuser.me/api/portraits/men/9.jpg,4,Asia/Karachi,j0L7NGgV
yes,Spain,sit.amet@yahoo.couk,"English , Salesforce , PHP , Microsoft Teams , Adobe Photoshop , Squarespace","Tobacco , Research , Museums and Institutions , Human Resources , Capital Markets",Edan Lopez,(363) 671-4280,https://randomuser.me/api/portraits/men/71.jpg,2,Africa/Ceuta,vS68NWNm
no,Turkey,nunc@hotmail.org,"Wordpress , Java , WooCommerce , QA , API Connector , Adobe XD","Health , Import and Export , Broadcast Media , Political Organization , Mental Health Care",Hilel Cole,(347) 791-9441,https://randomuser.me/api/portraits/women/35.jpg,8,Europe/Istanbul,Xi2flTcy
yes,Norway,eros.nec@hotmail.edu,"Webflow , JavaScript , English , Figma","Mental Health Care , Program Development , Restaurants , Venture Capital & Private Equity , Photography",Aquila Steele,1-827-752-8484,https://randomuser.me/api/portraits/women/33.jpg,6,Europe/Oslo,BNxRYhkv
no,Norway,id.nunc@hotmail.ca,"English , Figma , UX/UI Design","Renewables & Environment , Wholesale , Broadcast Media , Wellness and Fitness , Telecommunications",Chastity Finch,1-186-550-6547,https://randomuser.me/api/portraits/women/89.jpg,3,Europe/Oslo,xMah2uXD
yes,Ukraine,libero@google.couk,"Bubble , Adalo , (deleted thing) , English , UX/UI Design , Figma","Health , Medical Practice , Accounting , Broadcast Media , Research",Demetrius Thornton,(275) 318-1267,https://randomuser.me/api/portraits/women/14.jpg,5,Europe/Simferopol,RgcQIe2A
no,South Africa,tincidunt@icloud.org,"Bootstrap , Airtable , Bubble , Selenium , Canva","Luxury Goods & Jewelry , Medical Practice , Health , Biotechnology , Gambling & Casinos",Tarik Erickson,1-233-770-4228,https://randomuser.me/api/portraits/women/85.jpg,4,Africa/Johannesburg,cUJbFrvb
yes,United Kingdom,lorem@icloud.com,"Figma , Adobe XD , Miro , Adobe Illustrator , UX/UI Design , Wordpress","Telecommunications , Public Relations and Communications , Utilities , Newspapers , Accounting",Darius Clemons,1-863-206-6133,https://randomuser.me/api/portraits/men/36.jpg,8,Europe/London,Qgkc2MxS
yes,United States,fusce.fermentum@hotmail.com,"Wordpress , Google Analytics , Shopify , Webflow , Squarespace , English","Alternative Medicine , Capital Markets , Primary/Secondary Education , Music , Program Development",Quail Cotton,(518) 587-1601,https://randomuser.me/api/portraits/women/8.jpg,8,America/Indiana/Petersburg,tw5j76ts
yes,Poland,dictum.magna.ut@outlook.ca,"English , Figma , UX/UI Design , Personality","Computer Networking , Public Relations and Communications , Recreational Facilities and Services , Legal Services , Import and Export",Geoffrey Vinson,1-950-866-5398,https://randomuser.me/api/portraits/women/59.jpg,8,Europe/Warsaw,vtF6Qqda
yes,Belgium,donec.egestas.aliquam@yahoo.ca,"Figma , UX/UI Design , Personality","Restaurants , Mental Health Care , Wholesale , Venture Capital & Private Equity , Newspapers",Merrill Parker,(236) 712-1096,https://randomuser.me/api/portraits/men/8.jpg,2,Europe/Brussels,5DJyaMgS
yes,Brazil,maecenas.malesuada@aol.com,"English , Figma , Flutter","Program Development , Management Consulting , Supermarkets , Outsourcing/Offshoring , Import and Export",Phillip Berg,(375) 547-9688,https://randomuser.me/api/portraits/men/59.jpg,5,America/Rio_Branco,wOS6YnwG
yes,Indonesia,aptent@google.net,"filemaker , English , Make (ex. Integromat) , Mailchimp , Glide , Wordpress , JavaScript , Zapier , Airtable , Softr","Public Relations and Communications , Health , Import and Export , Sporting Goods , Program Development",Peter Rutledge,1-622-625-1781,https://randomuser.me/api/portraits/women/12.jpg,8,Asia/Jakarta,9X95Ftq7
no,Germany,a.malesuada@yahoo.couk,"English , Squarespace , Google Sheets","Luxury Goods & Jewelry , International Trade and Development , Biotechnology , Utilities , Paper & Forest Products",Drew Rodriguez,1-584-693-1242,https://randomuser.me/api/portraits/women/35.jpg,7,Europe/Busingen,E2sdhD5Y
no,Austria,mauris.rhoncus@outlook.edu,"MightyForms , Coupler.io , Shopify , Google Ads , Data Studio , Airtable , Figma , Notion , UX/UI Design , Bubble","Photography , Gambling & Casinos , Program Development , Farming , Public Relations and Communications",Jamalia Cross,1-781-846-4455,https://randomuser.me/api/portraits/men/33.jpg,8,Europe/Vienna,dhT0SyC6
yes,Ireland,adipiscing@outlook.edu,"English , Glide , My Salesforce , Hubspot , Custom Code , Postman","Electrical/Electronic Manufacturing , Legal Services , Utilities , International Trade and Development , Legislative Office",Axel Roth,(245) 354-8818,https://randomuser.me/api/portraits/men/91.jpg,6,Europe/Dublin,iwG920a0
no,Singapore,adipiscing@google.org,"Bubble , Wix , UX/UI Design , Notion , English , Zapier , Wordpress , Product management , API , Webflow , Figma","Public Relations and Communications , Research , Recreational Facilities and Services , Utilities , Wellness and Fitness",Quamar Bean,(267) 445-4931,https://randomuser.me/api/portraits/men/69.jpg,6,Asia/Singapore,6T7nyd6Z
yes,Poland,nunc.interdum@aol.couk,"Glide , Wix , Front-end development , Selenium , Elementor Pro (plugin for WordPress)","Wholesale , Logistics and Supply Chain , Primary/Secondary Education , Gambling & Casinos , Supermarkets",Meredith Simpson,(823) 287-5787,https://randomuser.me/api/portraits/men/61.jpg,10,Europe/Warsaw,v9rblHe2
no,Sweden,in.magna.phasellus@yahoo.com,"Bubble , English , API , Figma","Public Relations and Communications , Luxury Goods & Jewelry , Warehousing , Music , Computer Networking",Faith Solis,(457) 561-6159,https://randomuser.me/api/portraits/men/22.jpg,6,Europe/Stockholm,bpHYCq7o
no,Colombia,vel.venenatis.vel@icloud.couk,"Figma , UX/UI Design , Wordpress","Legal Services , Chemicals , Electrical/Electronic Manufacturing , Museums and Institutions , Paper & Forest Products",Savannah Spence,1-532-346-8890,https://randomuser.me/api/portraits/women/19.jpg,9,America/Bogota,0feNHudj
